fiscal_year,fiscal_year_start,triage_level,ctas_urgency_score,visit_disposition,main_problem,admission_status,ed_visits,median_los_minutes,median_los_hours,admission_flag,is_suppressed
2010-2011,2010,CTAS III - Urgent,3,Unknown,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2010-2011,2010,Less urgent,3,Unknown,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2010-2011,2010,Non-urgent,3,Unknown,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2010-2011,2010,Unknown,3,Unknown,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS I - Resuscitation,1,Admitted,Acute Myocardial Infarction,Admitted,684,175.0,2.9167,1,0
2009-2010,2009,CTAS I - Resuscitation,1,Admitted,Asthma,Admitted,349,393.0,6.55,1,0
2009-2010,2009,CTAS I - Resuscitation,1,Admitted,Influenzal Pneumonia,Admitted,16,235.0,3.9167,1,0
2009-2010,2009,CTAS I - Resuscitation,1,Admitted,Motor Vehicle Collisions,Admitted,1470,241.0,4.0167,1,0
2009-2010,2009,CTAS I - Resuscitation,1,Admitted,Pneumonia,Admitted,726,474.0,7.9,1,0
2009-2010,2009,CTAS I - Resuscitation,1,Admitted,Trauma,Admitted,3405,247.0,4.1167,1,0
2009-2010,2009,CTAS I - Resuscitation,1,Admitted,Unintentional Falls,Admitted,764,297.0,4.95,1,0
2009-2010,2009,CTAS I - Resuscitation,1,Death,Acute Myocardial Infarction,Not Admitted,479,21.0,0.35,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Death,Asthma,Not Admitted,0,18.0,0.3,0,1
2009-2010,2009,CTAS I - Resuscitation,1,Death,Influenzal Pneumonia,Not Admitted,0,35.0,0.5833,0,1
2009-2010,2009,CTAS I - Resuscitation,1,Death,Motor Vehicle Collisions,Not Admitted,142,23.0,0.3833,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Death,Pneumonia,Not Admitted,30,125.0,2.0833,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Death,Trauma,Not Admitted,406,30.0,0.5,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Death,Unintentional Falls,Not Admitted,57,140.0,2.3333,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Discharged Home,Acute Myocardial Infarction,Not Admitted,17,218.0,3.6333,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Discharged Home,Asthma,Not Admitted,265,208.0,3.4667,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Discharged Home,Influenzal Pneumonia,Not Admitted,5,183.0,3.05,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Discharged Home,Motor Vehicle Collisions,Not Admitted,363,280.0,4.6667,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Discharged Home,Pneumonia,Not Admitted,84,282.0,4.7,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Discharged Home,Trauma,Not Admitted,1797,235.0,3.9167,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Discharged Home,Unintentional Falls,Not Admitted,276,238.0,3.9667,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,8,48.0,0.8,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Intra-Facility Transfer,Asthma,Not Admitted,5,212.0,3.5333,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS I - Resuscitation,1,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,5,85.0,1.4167,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Intra-Facility Transfer,Pneumonia,Not Admitted,0,76.0,1.2667,0,1
2009-2010,2009,CTAS I - Resuscitation,1,Intra-Facility Transfer,Trauma,Not Admitted,34,88.0,1.4667,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Intra-Facility Transfer,Unintentional Falls,Not Admitted,0,118.0,1.9667,0,1
2009-2010,2009,CTAS I - Resuscitation,1,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,760.0,12.6667,0,1
2009-2010,2009,CTAS I - Resuscitation,1,Not Seen Or Left,Asthma,Not Admitted,5,164.0,2.7333,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS I - Resuscitation,1,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,8,202.0,3.3667,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Not Seen Or Left,Pneumonia,Not Admitted,0,215.0,3.5833,0,1
2009-2010,2009,CTAS I - Resuscitation,1,Not Seen Or Left,Trauma,Not Admitted,28,195.0,3.25,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Not Seen Or Left,Unintentional Falls,Not Admitted,0,396.0,6.6,0,1
2009-2010,2009,CTAS I - Resuscitation,1,Transferred,Acute Myocardial Infarction,Not Admitted,449,87.0,1.45,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Transferred,Asthma,Not Admitted,23,163.0,2.7167,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Transferred,Influenzal Pneumonia,Not Admitted,0,152.0,2.5333,0,1
2009-2010,2009,CTAS I - Resuscitation,1,Transferred,Motor Vehicle Collisions,Not Admitted,344,130.0,2.1667,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Transferred,Pneumonia,Not Admitted,45,212.0,3.5333,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Transferred,Trauma,Not Admitted,835,153.0,2.55,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Transferred,Unintentional Falls,Not Admitted,161,193.0,3.2167,0,0
2009-2010,2009,CTAS I - Resuscitation,1,Unknown,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS I - Resuscitation,1,Unknown,Asthma,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS I - Resuscitation,1,Unknown,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS I - Resuscitation,1,Unknown,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS I - Resuscitation,1,Unknown,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS I - Resuscitation,1,Unknown,Trauma,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS I - Resuscitation,1,Unknown,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS II - Emergent,2,Admitted,Acute Myocardial Infarction,Admitted,7354,470.0,7.8333,1,0
2009-2010,2009,CTAS II - Emergent,2,Admitted,Asthma,Admitted,2911,495.0,8.25,1,0
2009-2010,2009,CTAS II - Emergent,2,Admitted,Influenzal Pneumonia,Admitted,223,610.0,10.1667,1,0
2009-2010,2009,CTAS II - Emergent,2,Admitted,Motor Vehicle Collisions,Admitted,2569,414.0,6.9,1,0
2009-2010,2009,CTAS II - Emergent,2,Admitted,Pneumonia,Admitted,10415,690.0,11.5,1,0
2009-2010,2009,CTAS II - Emergent,2,Admitted,Trauma,Admitted,13782,464.0,7.7333,1,0
2009-2010,2009,CTAS II - Emergent,2,Admitted,Unintentional Falls,Admitted,7490,515.0,8.5833,1,0
2009-2010,2009,CTAS II - Emergent,2,Death,Acute Myocardial Infarction,Not Admitted,111,162.0,2.7,0,0
2009-2010,2009,CTAS II - Emergent,2,Death,Asthma,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS II - Emergent,2,Death,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS II - Emergent,2,Death,Motor Vehicle Collisions,Not Admitted,0,511.0,8.5167,0,1
2009-2010,2009,CTAS II - Emergent,2,Death,Pneumonia,Not Admitted,35,195.0,3.25,0,0
2009-2010,2009,CTAS II - Emergent,2,Death,Trauma,Not Admitted,39,315.0,5.25,0,0
2009-2010,2009,CTAS II - Emergent,2,Death,Unintentional Falls,Not Admitted,25,344.0,5.7333,0,0
2009-2010,2009,CTAS II - Emergent,2,Discharged Home,Acute Myocardial Infarction,Not Admitted,291,332.0,5.5333,0,0
2009-2010,2009,CTAS II - Emergent,2,Discharged Home,Asthma,Not Admitted,10792,185.0,3.0833,0,0
2009-2010,2009,CTAS II - Emergent,2,Discharged Home,Influenzal Pneumonia,Not Admitted,476,196.0,3.2667,0,0
2009-2010,2009,CTAS II - Emergent,2,Discharged Home,Motor Vehicle Collisions,Not Admitted,14776,185.0,3.0833,0,0
2009-2010,2009,CTAS II - Emergent,2,Discharged Home,Pneumonia,Not Admitted,7904,234.0,3.9,0,0
2009-2010,2009,CTAS II - Emergent,2,Discharged Home,Trauma,Not Admitted,80929,170.0,2.8333,0,0
2009-2010,2009,CTAS II - Emergent,2,Discharged Home,Unintentional Falls,Not Admitted,23675,200.0,3.3333,0,0
2009-2010,2009,CTAS II - Emergent,2,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,22,70.0,1.1667,0,0
2009-2010,2009,CTAS II - Emergent,2,Intra-Facility Transfer,Asthma,Not Admitted,49,152.0,2.5333,0,0
2009-2010,2009,CTAS II - Emergent,2,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS II - Emergent,2,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,52,168.0,2.8,0,0
2009-2010,2009,CTAS II - Emergent,2,Intra-Facility Transfer,Pneumonia,Not Admitted,15,189.0,3.15,0,0
2009-2010,2009,CTAS II - Emergent,2,Intra-Facility Transfer,Trauma,Not Admitted,691,170.0,2.8333,0,0
2009-2010,2009,CTAS II - Emergent,2,Intra-Facility Transfer,Unintentional Falls,Not Admitted,153,179.0,2.9833,0,0
2009-2010,2009,CTAS II - Emergent,2,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,39,242.0,4.0333,0,0
2009-2010,2009,CTAS II - Emergent,2,Not Seen Or Left,Asthma,Not Admitted,113,160.0,2.6667,0,0
2009-2010,2009,CTAS II - Emergent,2,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,289.0,4.8167,0,1
2009-2010,2009,CTAS II - Emergent,2,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,221,146.0,2.4333,0,0
2009-2010,2009,CTAS II - Emergent,2,Not Seen Or Left,Pneumonia,Not Admitted,45,317.0,5.2833,0,0
2009-2010,2009,CTAS II - Emergent,2,Not Seen Or Left,Trauma,Not Admitted,1697,139.0,2.3167,0,0
2009-2010,2009,CTAS II - Emergent,2,Not Seen Or Left,Unintentional Falls,Not Admitted,396,148.0,2.4667,0,0
2009-2010,2009,CTAS II - Emergent,2,Transferred,Acute Myocardial Infarction,Not Admitted,2110,134.0,2.2333,0,0
2009-2010,2009,CTAS II - Emergent,2,Transferred,Asthma,Not Admitted,249,252.0,4.2,0,0
2009-2010,2009,CTAS II - Emergent,2,Transferred,Influenzal Pneumonia,Not Admitted,26,280.0,4.6667,0,0
2009-2010,2009,CTAS II - Emergent,2,Transferred,Motor Vehicle Collisions,Not Admitted,990,216.0,3.6,0,0
2009-2010,2009,CTAS II - Emergent,2,Transferred,Pneumonia,Not Admitted,578,238.0,3.9667,0,0
2009-2010,2009,CTAS II - Emergent,2,Transferred,Trauma,Not Admitted,3778,202.0,3.3667,0,0
2009-2010,2009,CTAS II - Emergent,2,Transferred,Unintentional Falls,Not Admitted,1321,230.0,3.8333,0,0
2009-2010,2009,CTAS II - Emergent,2,Unknown,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS II - Emergent,2,Unknown,Asthma,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS II - Emergent,2,Unknown,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS II - Emergent,2,Unknown,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS II - Emergent,2,Unknown,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS II - Emergent,2,Unknown,Trauma,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS II - Emergent,2,Unknown,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS III - Urgent,3,Admitted,Acute Myocardial Infarction,Admitted,3321,567.0,9.45,1,0
2009-2010,2009,Less urgent,3,Admitted,Acute Myocardial Infarction,Admitted,297,467.0,7.7833,1,0
2009-2010,2009,Non-urgent,3,Admitted,Acute Myocardial Infarction,Admitted,9,227.0,3.7833,1,0
2009-2010,2009,Unknown,3,Admitted,Acute Myocardial Infarction,Admitted,46,228.0,3.8,1,0
2009-2010,2009,CTAS III - Urgent,3,Admitted,Asthma,Admitted,1595,553.0,9.2167,1,0
2009-2010,2009,Less urgent,3,Admitted,Asthma,Admitted,109,378.0,6.3,1,0
2009-2010,2009,Non-urgent,3,Admitted,Asthma,Admitted,9,270.0,4.5,1,0
2009-2010,2009,Unknown,3,Admitted,Asthma,Admitted,15,126.0,2.1,1,0
2009-2010,2009,CTAS III - Urgent,3,Admitted,Influenzal Pneumonia,Admitted,309,591.0,9.85,1,0
2009-2010,2009,Less urgent,3,Admitted,Influenzal Pneumonia,Admitted,38,446.0,7.4333,1,0
2009-2010,2009,Non-urgent,3,Admitted,Influenzal Pneumonia,Admitted,0,1397.0,23.2833,1,1
2009-2010,2009,Unknown,3,Admitted,Influenzal Pneumonia,Admitted,0,308.0,5.1333,1,1
2009-2010,2009,CTAS III - Urgent,3,Admitted,Motor Vehicle Collisions,Admitted,1783,417.0,6.95,1,0
2009-2010,2009,Less urgent,3,Admitted,Motor Vehicle Collisions,Admitted,332,344.0,5.7333,1,0
2009-2010,2009,Non-urgent,3,Admitted,Motor Vehicle Collisions,Admitted,26,198.0,3.3,1,0
2009-2010,2009,Unknown,3,Admitted,Motor Vehicle Collisions,Admitted,26,325.0,5.4167,1,0
2009-2010,2009,CTAS III - Urgent,3,Admitted,Pneumonia,Admitted,11419,718.0,11.9667,1,0
2009-2010,2009,Less urgent,3,Admitted,Pneumonia,Admitted,1285,435.0,7.25,1,0
2009-2010,2009,Non-urgent,3,Admitted,Pneumonia,Admitted,70,288.0,4.8,1,0
2009-2010,2009,Unknown,3,Admitted,Pneumonia,Admitted,70,352.0,5.8667,1,0
2009-2010,2009,CTAS III - Urgent,3,Admitted,Trauma,Admitted,25400,507.0,8.45,1,0
2009-2010,2009,Less urgent,3,Admitted,Trauma,Admitted,5418,433.0,7.2167,1,0
2009-2010,2009,Non-urgent,3,Admitted,Trauma,Admitted,363,267.0,4.45,1,0
2009-2010,2009,Unknown,3,Admitted,Trauma,Admitted,209,337.0,5.6167,1,0
2009-2010,2009,CTAS III - Urgent,3,Admitted,Unintentional Falls,Admitted,18579,535.0,8.9167,1,0
2009-2010,2009,Less urgent,3,Admitted,Unintentional Falls,Admitted,3554,471.0,7.85,1,0
2009-2010,2009,Non-urgent,3,Admitted,Unintentional Falls,Admitted,183,290.0,4.8333,1,0
2009-2010,2009,Unknown,3,Admitted,Unintentional Falls,Admitted,126,354.0,5.9,1,0
2009-2010,2009,CTAS III - Urgent,3,Death,Acute Myocardial Infarction,Not Admitted,28,230.0,3.8333,0,0
2009-2010,2009,Less urgent,3,Death,Acute Myocardial Infarction,Not Admitted,6,26.0,0.4333,0,0
2009-2010,2009,Non-urgent,3,Death,Acute Myocardial Infarction,Not Admitted,18,36.0,0.6,0,0
2009-2010,2009,Unknown,3,Death,Acute Myocardial Infarction,Not Admitted,8,28.0,0.4667,0,0
2009-2010,2009,CTAS III - Urgent,3,Death,Asthma,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,Less urgent,3,Death,Asthma,Not Admitted,0,38.0,0.6333,0,1
2009-2010,2009,Non-urgent,3,Death,Asthma,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,Unknown,3,Death,Asthma,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS III - Urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,Less urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,Non-urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,Unknown,3,Death,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS III - Urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,130.0,2.1667,0,1
2009-2010,2009,Less urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,Non-urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,134.0,2.2333,0,1
2009-2010,2009,Unknown,3,Death,Motor Vehicle Collisions,Not Admitted,0,109.0,1.8167,0,1
2009-2010,2009,CTAS III - Urgent,3,Death,Pneumonia,Not Admitted,12,318.0,5.3,0,0
2009-2010,2009,Less urgent,3,Death,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,Non-urgent,3,Death,Pneumonia,Not Admitted,0,88.0,1.4667,0,1
2009-2010,2009,Unknown,3,Death,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS III - Urgent,3,Death,Trauma,Not Admitted,30,272.0,4.5333,0,0
2009-2010,2009,Less urgent,3,Death,Trauma,Not Admitted,0,69.0,1.15,0,1
2009-2010,2009,Non-urgent,3,Death,Trauma,Not Admitted,9,55.0,0.9167,0,0
2009-2010,2009,Unknown,3,Death,Trauma,Not Admitted,5,181.0,3.0167,0,0
2009-2010,2009,CTAS III - Urgent,3,Death,Unintentional Falls,Not Admitted,25,330.0,5.5,0,0
2009-2010,2009,Less urgent,3,Death,Unintentional Falls,Not Admitted,0,54.0,0.9,0,1
2009-2010,2009,Non-urgent,3,Death,Unintentional Falls,Not Admitted,0,55.0,0.9167,0,1
2009-2010,2009,Unknown,3,Death,Unintentional Falls,Not Admitted,0,312.0,5.2,0,1
2009-2010,2009,CTAS III - Urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,156,350.0,5.8333,0,0
2009-2010,2009,Less urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,28,224.0,3.7333,0,0
2009-2010,2009,Non-urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,10,144.0,2.4,0,0
2009-2010,2009,Unknown,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,7,133.0,2.2167,0,0
2009-2010,2009,CTAS III - Urgent,3,Discharged Home,Asthma,Not Admitted,25191,160.0,2.6667,0,0
2009-2010,2009,Less urgent,3,Discharged Home,Asthma,Not Admitted,13405,108.0,1.8,0,0
2009-2010,2009,Non-urgent,3,Discharged Home,Asthma,Not Admitted,1637,77.0,1.2833,0,0
2009-2010,2009,Unknown,3,Discharged Home,Asthma,Not Admitted,249,73.0,1.2167,0,0
2009-2010,2009,CTAS III - Urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,3227,147.0,2.45,0,0
2009-2010,2009,Less urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,2694,111.0,1.85,0,0
2009-2010,2009,Non-urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,274,82.0,1.3667,0,0
2009-2010,2009,Unknown,3,Discharged Home,Influenzal Pneumonia,Not Admitted,108,78.0,1.3,0,0
2009-2010,2009,CTAS III - Urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,42100,154.0,2.5667,0,0
2009-2010,2009,Less urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,39873,125.0,2.0833,0,0
2009-2010,2009,Non-urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,2756,102.0,1.7,0,0
2009-2010,2009,Unknown,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,272,103.0,1.7167,0,0
2009-2010,2009,CTAS III - Urgent,3,Discharged Home,Pneumonia,Not Admitted,29254,195.0,3.25,0,0
2009-2010,2009,Less urgent,3,Discharged Home,Pneumonia,Not Admitted,17941,134.0,2.2333,0,0
2009-2010,2009,Non-urgent,3,Discharged Home,Pneumonia,Not Admitted,1516,93.0,1.55,0,0
2009-2010,2009,Unknown,3,Discharged Home,Pneumonia,Not Admitted,199,102.0,1.7,0,0
2009-2010,2009,CTAS III - Urgent,3,Discharged Home,Trauma,Not Admitted,372030,143.0,2.3833,0,0
2009-2010,2009,Less urgent,3,Discharged Home,Trauma,Not Admitted,649205,115.0,1.9167,0,0
2009-2010,2009,Non-urgent,3,Discharged Home,Trauma,Not Admitted,62674,92.0,1.5333,0,0
2009-2010,2009,Unknown,3,Discharged Home,Trauma,Not Admitted,3836,84.0,1.4,0,0
2009-2010,2009,CTAS III - Urgent,3,Discharged Home,Unintentional Falls,Not Admitted,129607,162.0,2.7,0,0
2009-2010,2009,Less urgent,3,Discharged Home,Unintentional Falls,Not Admitted,178581,125.0,2.0833,0,0
2009-2010,2009,Non-urgent,3,Discharged Home,Unintentional Falls,Not Admitted,12423,101.0,1.6833,0,0
2009-2010,2009,Unknown,3,Discharged Home,Unintentional Falls,Not Admitted,817,94.0,1.5667,0,0
2009-2010,2009,CTAS III - Urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,8,172.0,2.8667,0,0
2009-2010,2009,Less urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,252.0,4.2,0,1
2009-2010,2009,Non-urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,Unknown,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS III - Urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,18,170.0,2.8333,0,0
2009-2010,2009,Less urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,0,293.0,4.8833,0,1
2009-2010,2009,Non-urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,Unknown,3,Intra-Facility Transfer,Asthma,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS III - Urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,232.0,3.8667,0,1
2009-2010,2009,Less urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,380.0,6.3333,0,1
2009-2010,2009,Non-urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,Unknown,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS III - Urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,95,194.0,3.2333,0,0
2009-2010,2009,Less urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,64,126.0,2.1,0,0
2009-2010,2009,Non-urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,15,76.0,1.2667,0,0
2009-2010,2009,Unknown,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,0,57.0,0.95,0,1
2009-2010,2009,CTAS III - Urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,43,273.0,4.55,0,0
2009-2010,2009,Less urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,11,290.0,4.8333,0,0
2009-2010,2009,Non-urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,Unknown,3,Intra-Facility Transfer,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS III - Urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,1604,172.0,2.8667,0,0
2009-2010,2009,Less urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,1112,135.0,2.25,0,0
2009-2010,2009,Non-urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,207,88.0,1.4667,0,0
2009-2010,2009,Unknown,3,Intra-Facility Transfer,Trauma,Not Admitted,29,67.0,1.1167,0,0
2009-2010,2009,CTAS III - Urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,465,200.0,3.3333,0,0
2009-2010,2009,Less urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,317,139.0,2.3167,0,0
2009-2010,2009,Non-urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,41,86.0,1.4333,0,0
2009-2010,2009,Unknown,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,7,67.0,1.1167,0,0
2009-2010,2009,CTAS III - Urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,24,314.0,5.2333,0,0
2009-2010,2009,Less urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,172.0,2.8667,0,1
2009-2010,2009,Non-urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,Unknown,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2009-2010,2009,CTAS III - Urgent,3,Not Seen Or Left,Asthma,Not Admitted,356,132.0,2.2,0,0
2009-2010,2009,Less urgent,3,Not Seen Or Left,Asthma,Not Admitted,137,102.0,1.7,0,0
2009-2010,2009,Non-urgent,3,Not Seen Or Left,Asthma,Not Admitted,7,50.0,0.8333,0,0
2009-2010,2009,Unknown,3,Not Seen Or Left,Asthma,Not Admitted,7,14.0,0.2333,0,0
2009-2010,2009,CTAS III - Urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,6,218.0,3.6333,0,0
2009-2010,2009,Less urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,16,153.0,2.55,0,0
2009-2010,2009,Non-urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,8.0,0.1333,0,1
2009-2010,2009,Unknown,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,6,144.0,2.4,0,0
2009-2010,2009,CTAS III - Urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,1196,146.0,2.4333,0,0
2009-2010,2009,Less urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,1453,132.0,2.2,0,0
2009-2010,2009,Non-urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,105,86.0,1.4333,0,0
2009-2010,2009,Unknown,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,22,65.0,1.0833,0,0
2009-2010,2009,CTAS III - Urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,109,234.0,3.9,0,0
2009-2010,2009,Less urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,72,162.0,2.7,0,0
2009-2010,2009,Non-urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,5,54.0,0.9,0,0
2009-2010,2009,Unknown,3,Not Seen Or Left,Pneumonia,Not Admitted,0,14.0,0.2333,0,1
2009-2010,2009,CTAS III - Urgent,3,Not Seen Or Left,Trauma,Not Admitted,12466,132.0,2.2,0,0
2009-2010,2009,Less urgent,3,Not Seen Or Left,Trauma,Not Admitted,23918,124.0,2.0667,0,0
2009-2010,2009,Non-urgent,3,Not Seen Or Left,Trauma,Not Admitted,2899,99.0,1.65,0,0
2009-2010,2009,Unknown,3,Not Seen Or Left,Trauma,Not Admitted,925,17.0,0.2833,0,0
2009-2010,2009,CTAS III - Urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,3405,139.0,2.3167,0,0
